gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,5,1,0,1,0,0,0,1,0,1,0,1,1,85.25564117818331,423.1834,1
0,0,1,0,65,1,2,1,0,1,2,0,2,2,1,0,1,107.3893797949242,6959.932,1
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,76.37215387686325,76.372154,1
0,0,0,0,11,1,1,1,0,0,0,0,1,1,0,1,2,91.41611818839948,1078.2936,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.57434038282712,70.57434,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,24.70564969185466,24.70565,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,44.52706508328123,132.0996,1
0,0,0,0,26,1,0,1,0,1,1,0,2,0,0,0,2,89.83808630059931,2336.3093,1
0,0,0,0,4,0,0,0,0,1,0,0,1,1,0,1,2,47.31489783584103,199.46088,1
0,0,0,0,58,1,2,1,0,2,0,0,2,2,0,0,1,101.74887337404552,6033.185,1
1,0,0,0,24,1,1,1,0,0,0,0,0,2,0,1,1,87.37899837664062,2040.6238,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.745803592655637,19.745804,1
1,0,0,0,17,1,1,1,0,0,1,0,2,2,0,0,1,98.04994063113163,1623.6136,1
1,0,0,0,7,1,1,1,0,2,0,0,2,2,0,1,2,99.25280202215725,672.831,1
0,0,1,0,54,0,1,0,0,0,0,0,2,1,0,0,2,48.04149308104944,2572.4375,1
0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,1,2,75.15859309565208,283.88843,1
0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,1,2,84.7181871698507,84.718185,1
1,0,0,0,27,1,2,1,0,1,0,0,1,1,0,1,2,90.74483712182875,2443.8162,1
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,50.110804057248494,50.110806,1
0,0,0,0,32,1,0,1,0,0,1,2,1,1,0,0,1,93.36168479583452,2913.825,1
0,0,0,0,10,1,0,1,0,0,1,0,0,2,0,1,1,85.32696565271863,865.1865,1
0,0,1,0,51,1,2,1,1,2,0,1,2,2,1,0,1,107.13029023226584,5611.3457,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,69.91969231244823,69.91969,1
0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,3,52.029062267147374,114.103775,1
0,0,0,0,13,1,2,1,0,0,0,0,2,1,0,1,2,94.60778863185215,1291.4307,1
0,0,0,0,5,1,0,1,0,0,0,0,2,1,0,1,2,88.05400002786746,475.0972,1
0,0,0,0,38,1,1,1,0,0,0,0,1,1,0,1,2,86.95624369042602,3203.2869,1
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,73.27211140838416,204.81169,1
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.5276480989412,75.52765,1
0,0,0,0,42,1,0,1,1,0,0,0,0,2,0,0,2,94.17904332254311,3981.8625,1
0,0,0,0,42,1,2,1,0,2,0,0,2,2,0,1,1,102.35231292427004,4283.489,1
0,0,0,0,10,1,2,1,0,0,0,0,1,0,0,0,0,86.1760041489507,833.0762,1
0,0,0,0,40,1,2,1,0,0,1,0,1,1,0,1,0,94.71316207352672,3783.4495,1
1,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,2,48.983672979032555,331.10208,1
1,0,0,0,64,1,2,1,1,0,1,1,2,2,2,0,0,106.81473855584751,6870.095,1
0,0,0,0,10,1,1,1,0,1,1,0,0,2,0,1,2,90.42959913619013,952.45233,1
0,0,1,0,43,1,2,1,0,1,0,0,2,2,0,1,2,100.04353389359777,4383.6567,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,43.87671749335299,43.876717,1
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,80.26308489558322,80.263084,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.79877495390992,25.798775,1
1,0,0,0,12,1,0,1,0,0,0,0,2,2,0,1,2,93.98231049826599,1134.7393,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.160586395321737,20.160587,1
0,1,1,0,31,1,1,1,0,0,0,0,2,2,0,1,2,95.4609950815914,2923.1858,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.36898942408521,70.36899,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.05609626693088,70.0561,1
0,0,1,0,34,0,1,0,0,2,0,0,1,0,0,1,2,48.070112701120884,1628.4186,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.24956378335948,20.249563,1
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,54.75996895908295,54.759968,1
0,0,0,0,13,1,2,1,1,0,0,0,2,1,0,1,2,99.8398473929889,1307.355,1
0,0,1,0,32,1,1,1,0,0,0,0,0,2,0,0,1,88.40202647169004,2747.005,1
0,0,0,0,4,1,1,1,0,0,0,0,1,0,0,1,2,84.56892264485502,321.1148,1
1,0,0,0,16,1,2,1,0,0,2,0,1,2,0,1,1,95.6743490567627,1591.2561,1
1,0,0,0,5,1,0,0,0,0,2,0,1,1,0,1,1,73.38428812643112,346.22064,1
0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,1,99.46846873888026,3763.911,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1435463860095,70.14355,1
0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,1,0,42.52558997720168,292.10986,1
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.81337855924991,79.81338,1
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.65819401702237,79.658195,1
0,0,0,0,11,1,0,1,0,0,1,0,2,2,0,1,2,96.97405626170418,1060.6,1
1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,29.843972451647836,75.692825,1
0,0,1,0,16,1,0,1,1,0,1,0,2,0,0,1,2,90.63446466310616,1538.9026,1
0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,2,49.703839323748795,362.33444,1
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,44.7216074531126,269.02878,1
1,0,0,0,3,1,2,1,0,0,1,0,0,2,0,0,2,88.84137906275645,260.6098,1
1,0,0,0,23,1,2,1,0,1,2,0,2,2,0,1,1,103.22265843050208,2490.1067,1
0,0,0,0,22,1,0,1,0,1,1,1,0,0,0,0,2,84.31481333328749,1900.9679,1
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,2,94.14632944548835,94.14633,1
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.6409336384673,74.64093,1
0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,48.351438190288285,91.85445,1
0,0,0,0,14,1,0,1,1,1,0,1,2,1,0,0,2,101.72247412751906,1349.1493,1
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.43098768249976,89.43099,1
0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,74.12872433058747,520.5539,1
0,0,0,0,36,1,2,1,0,2,0,0,2,1,0,1,2,98.84350938874415,3616.1926,1
0,0,0,0,8,1,0,1,2,0,0,0,0,0,0,0,1,74.41363074719496,638.18823,1
0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,23.631819369424534,300.57382,1
1,0,1,0,34,1,0,1,0,0,0,0,1,0,0,0,2,76.85503949275868,2569.8467,1
0,0,1,0,43,1,2,1,0,0,0,0,0,2,0,1,2,92.27162077119216,4028.369,1
1,0,0,0,11,1,1,1,0,0,0,0,0,0,0,1,2,74.35291343095025,834.0624,1
0,0,0,0,61,1,1,1,0,0,2,0,2,2,1,1,2,99.14977754646596,6130.4595,1
0,0,1,0,44,1,1,0,0,0,2,1,0,0,0,0,1,81.09101846357234,3585.1106,1
1,0,0,0,65,1,2,1,0,2,0,2,2,2,1,1,1,104.31340548521386,6892.1567,1
0,0,0,0,31,0,1,0,0,0,1,0,0,0,0,0,1,40.20829227767046,1129.6603,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.81648054174705,134.74657,1
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,76.7848348371694,76.784836,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.41366371937204,44.413666,1
0,0,0,0,8,1,2,1,0,0,0,0,0,1,0,1,2,84.98117570112039,763.8045,1
0,1,0,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.45621344187178,2863.491,1
1,0,0,0,32,1,1,1,0,0,0,0,2,2,0,1,1,96.07570976590583,3022.9646,1
0,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.535009220667334,19.53501,1
0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,2,75.48039028295328,152.29643,1
0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,1,1,37.16781008393155,294.8204,1
0,0,0,0,62,1,2,1,0,0,0,0,2,0,1,1,1,90.8312798807637,5668.324,1
0,0,1,0,17,1,2,1,0,0,2,0,1,0,0,0,1,88.21421096642491,1460.6846,1
1,1,0,0,3,1,2,1,0,1,0,0,0,0,0,1,2,80.72812018243673,234.27899,1
0,0,0,0,49,1,2,1,0,2,1,0,2,2,0,1,0,105.08064184353238,5128.5674,1
0,1,0,0,8,1,1,1,0,0,0,0,0,2,0,1,1,86.28004438711439,731.8774,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,70.01180643155266,136.3752,1
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.764519422120074,59.56145,1
0,0,0,0,55,1,2,1,0,2,0,1,0,2,0,1,1,95.06622178734347,5124.443,1
0,1,0,0,24,1,2,1,0,0,0,0,2,1,0,1,2,93.03768480482884,2265.6335,1
0,0,1,0,42,1,2,1,0,2,2,1,2,1,0,1,2,108.37781607004453,4534.575,1
0,1,1,0,25,1,0,1,0,2,2,0,1,2,0,1,2,97.10041706381882,2512.46,1
0,1,0,0,37,1,0,0,1,2,0,0,0,0,0,1,1,57.27651410192411,2250.8428,1
0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,2,74.91419516607476,470.0826,1
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.69161329952875,55.691612,1
0,0,0,0,55,1,2,1,0,0,0,1,1,2,0,1,1,96.88701100790742,5438.3584,1
0,0,0,0,35,1,1,0,0,1,0,2,0,0,0,0,1,85.16482062642973,2917.3857,1
0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,2,35.08756761129464,93.29631,1
1,0,0,0,69,1,2,1,0,0,2,1,2,2,2,1,0,105.69987781960255,7354.9556,1
1,0,0,0,23,1,2,1,0,0,0,1,1,0,0,1,2,89.51000983366764,1940.2366,1
0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,80.23868306303255,307.04956,1
0,0,0,0,43,0,1,0,1,2,0,0,2,1,0,1,2,52.86859533903798,2109.7231,1
0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2,46.33060312092067,181.87227,1
0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,0,2,91.09636501526529,91.09637,1
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.71464204256478,93.714645,1
1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,2,75.70725271572998,300.67313,1
1,0,1,0,61,1,2,1,2,1,2,0,0,0,1,0,1,95.82962370765173,5779.89,1
0,0,0,0,15,1,1,1,0,0,0,0,0,0,0,1,2,71.97418273749547,1147.4944,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,45.05,1
0,0,1,0,10,1,2,1,0,1,1,0,2,2,0,1,1,101.58911569622222,1069.4839,1
0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.28482993856517,89.284836,1
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,75.91142573467886,242.01018,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.69324190975307,75.69324,1
1,0,1,0,48,1,2,0,1,0,2,1,1,1,0,0,1,84.0305581617791,4061.155,1
0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,2,55.47863965814889,235.45706,1
0,0,0,0,8,1,2,1,0,0,2,0,2,1,0,0,2,100.91557221656393,780.09515,1
1,0,0,0,8,1,1,1,0,0,0,0,0,2,0,1,2,88.034491059157,744.5825,1
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,30.90249726672335,30.902498,1
0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,2,53.64097018961328,108.074844,1
0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.98488280036615,3745.3416,1
1,0,1,0,61,1,2,1,1,2,0,0,2,2,0,1,2,105.76303433744384,6552.74,1
0,0,1,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.78687833607002,1074.8259,1
0,0,0,0,3,1,0,1,1,0,2,0,2,2,0,1,1,100.96566112320778,289.70966,1
1,0,0,0,10,1,1,1,1,0,0,0,1,2,0,0,2,95.54325507904076,1008.5755,1
0,0,0,0,7,1,2,1,0,0,0,0,1,0,0,1,1,84.26246588211022,547.28253,1
0,0,0,0,12,1,0,1,0,0,1,0,2,2,0,0,3,93.61246501176434,1119.7695,1
0,0,0,0,17,1,2,1,1,0,1,0,2,2,0,1,2,102.15225127998282,1745.6179,1
0,0,0,0,19,1,1,1,0,0,0,0,1,0,0,1,1,80.58748272931435,1558.7814,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.24794593828619,25.247946,1
0,0,0,0,11,1,0,1,0,0,0,1,0,0,0,1,2,75.9939426041365,926.7124,1
0,0,0,0,13,1,2,1,0,0,0,1,2,0,0,1,2,91.85329911053407,1301.1577,1
0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,2,79.8199060790212,164.53209,1
0,0,0,0,2,1,2,1,0,0,1,0,2,0,0,1,1,91.51599864869429,193.60829,1
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.322632327001212,33.146873,1
0,0,0,0,15,1,1,1,0,0,0,0,2,0,0,0,2,86.58526361082602,1280.6022,1
0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,27.48033208495309,131.80164,1
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,72.1164298171493,280.92645,1
1,0,0,0,9,1,1,1,0,0,0,0,2,1,0,1,2,95.26524795406696,897.0363,1
0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,2,45.715292463106735,197.77571,1
0,0,0,0,37,1,2,1,0,1,0,0,2,2,0,1,1,97.39063392928664,3625.1045,1
0,0,1,1,4,1,0,0,0,0,0,2,0,1,0,0,1,59.40910024052335,231.83829,1
0,0,0,0,67,1,2,1,0,1,0,0,2,2,0,1,1,101.48095509421844,6854.3916,1
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,89.28279458857308,89.2828,1
0,0,1,0,12,1,0,0,0,0,0,0,0,1,0,0,2,59.08357279193591,735.1907,1
0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,72.25287026021,258.43527,1
1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,94.38676591644602,366.7785,1
0,0,0,0,35,1,1,0,2,2,0,1,0,0,0,0,1,60.7110186741005,2266.3508,1
0,1,0,0,18,0,1,0,0,0,1,0,2,1,0,1,2,47.34222003371804,815.2936,1
0,0,1,0,53,1,0,1,0,0,2,0,1,2,0,0,0,94.54132334531369,5009.623,1
0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,2,37.721019255334056,140.02232,1
1,0,0,0,52,1,2,1,1,0,2,0,0,2,0,0,1,94.27616509094759,5029.4727,1
0,0,0,0,21,0,1,0,0,0,1,0,1,0,0,1,1,35.72504051490698,727.81995,1
0,0,0,0,4,1,1,1,0,0,0,0,0,1,0,1,1,83.52514114024717,385.36594,1
1,0,1,0,58,1,2,1,2,2,2,0,2,1,0,1,2,108.30333408530252,6278.308,1
0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,3,54.212427017593846,240.85771,1
0,0,1,1,32,1,1,1,0,0,0,0,0,1,1,0,2,25.02445433425544,740.20074,1
0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,70.81804869028635,1142.4354,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,44.14738294569614,44.14738,1
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.08640961161251,80.08641,1
0,0,0,0,32,1,2,1,0,0,0,0,1,1,0,0,1,91.07934074453296,2927.376,1
0,0,0,0,23,1,0,0,1,1,1,1,1,0,0,0,2,78.31889832461034,1867.484,1
0,0,1,0,38,1,2,1,0,1,1,1,0,0,0,1,2,90.96044123193407,3473.948,1
1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,2,84.77960801005418,84.77961,1
0,0,1,0,48,1,2,1,0,0,0,0,2,0,0,1,0,87.4627119817401,4115.597,1
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,74.8988257285404,271.14087,1
0,0,0,0,18,1,2,1,0,0,0,0,1,1,0,1,2,92.99164673109952,1686.7415,1
0,0,1,0,44,1,2,0,0,0,0,0,2,2,0,1,0,87.7288142387294,3709.975,1
1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,39.947195471437844,39.947197,1
1,1,1,0,69,1,2,1,1,2,0,0,2,2,0,1,1,106.96437256585246,7529.829,1
0,0,1,0,32,1,0,1,1,0,2,2,2,2,0,1,2,104.18859816754197,3357.4268,1
1,0,1,0,30,1,2,1,1,1,0,0,0,0,0,1,2,82.0554650186056,2458.838,1
1,0,0,0,40,1,2,1,0,0,2,2,1,2,0,0,0,104.48340266553005,4132.311,1
1,0,0,0,18,1,2,1,1,0,0,0,2,1,0,1,2,94.20415694086033,1739.8472,1
1,0,0,0,36,1,0,0,0,0,0,0,0,0,1,1,0,72.52971959885949,2595.3123,1
0,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.44615307551963,101.44615,1
0,1,1,0,49,1,2,1,0,2,0,0,2,0,0,1,2,88.19346725609631,4367.5835,1
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,73.92151470186747,220.46509,1
0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,44.83551587623521,97.69949,1
0,0,1,0,36,1,1,1,0,1,1,0,2,1,0,1,1,92.9193199426587,3398.4883,1
0,0,0,0,52,1,2,1,0,1,2,0,2,2,0,1,1,104.90967280797149,5626.6616,1
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.7954637621842,94.79546,1
1,0,0,0,24,1,0,1,0,1,1,0,2,0,0,0,2,93.36149068901065,2333.8826,1
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,35.389434022204256,35.389435,1
1,0,0,0,34,1,0,1,0,0,2,0,2,0,1,1,2,88.0161320116185,3032.2551,1
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.079451004549046,25.07945,1
0,0,0,0,13,0,1,0,0,0,2,0,1,1,0,1,0,47.81463840272393,631.35144,1
1,0,0,0,7,1,1,1,1,2,0,0,0,2,0,1,1,94.54256552711861,671.6656,1
0,0,1,0,32,1,0,1,0,0,2,0,2,2,0,1,2,96.83615823526826,3039.0417,1
0,0,0,0,22,1,0,1,0,1,1,0,2,0,0,1,2,89.60645801214096,1998.8505,1
0,0,0,0,34,1,1,1,0,0,0,0,1,1,0,1,2,94.23039815187667,3206.3572,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,65.94735815302377,115.19398,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.845991586048676,92.75667,1
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,40.06888089452668,40.06888,1
0,0,0,0,26,1,2,1,0,0,0,1,0,0,0,1,1,81.31988827574365,2178.6956,1
0,0,0,1,27,1,2,1,0,1,1,0,2,1,0,0,1,100.8628215759041,2706.9792,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.216183497994187,20.216183,1
1,0,0,0,3,1,2,1,0,1,0,0,0,0,0,1,2,81.04895885088253,233.52023,1
0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,1,80.30980183987579,222.0957,1
0,0,0,0,7,1,0,1,0,1,0,1,1,0,0,1,2,85.12214596771193,607.95703,1
0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,0,45.37947215291141,1060.4456,1
0,0,0,0,6,1,1,1,0,2,0,0,2,0,0,1,2,87.9348839325437,522.2073,1
0,0,0,0,6,1,0,0,2,1,0,0,0,0,0,0,1,54.940797528612435,363.13797,1
1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,78.6301720639052,232.72496,1
0,0,0,0,4,1,2,1,0,2,0,0,1,0,0,1,2,91.89143343532926,364.9824,1
0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,2,51.88960073856517,107.44514,1
1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,40.04282201707963,436.30432,1
1,0,0,0,27,1,0,1,1,0,0,0,0,0,0,1,0,75.39302632848207,2070.3328,1
0,1,1,0,32,1,2,1,0,0,0,0,0,1,0,0,1,85.01363500791261,2660.8198,1
0,0,0,0,6,1,2,1,0,2,0,0,2,2,0,1,1,102.890424117532,672.0873,1
0,0,0,0,7,1,0,1,0,0,0,0,0,1,0,1,2,79.48275116598744,523.79877,1
0,0,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,101.51641368484361,823.3873,1
1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,54.96220609998893,234.05054,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.4091984910625,19.409199,1
0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,0,99.31064456651846,3773.4749,1
0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,2,75.95632417132379,413.54498,1
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,73.85055856438957,73.850555,1
1,0,0,0,4,0,1,0,0,1,0,0,1,1,0,0,1,48.8849631057137,201.01047,1
0,0,0,0,6,1,1,1,0,1,0,0,2,2,0,1,2,97.12478074784516,562.23315,1
0,0,0,0,12,1,1,1,0,0,1,0,1,2,0,1,0,95.4197416375228,1166.452,1
0,0,0,0,12,1,0,1,0,0,1,1,0,2,0,0,2,89.07417465791771,1095.6287,1
1,0,0,0,10,1,0,1,1,0,0,0,0,0,0,1,1,73.72270234603367,791.65875,1
0,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,1,85.35,757.4719,1
0,0,0,0,33,1,2,1,0,0,0,0,0,2,0,1,2,90.28320055106798,3048.7034,1
1,0,0,0,7,0,1,0,1,0,0,1,0,0,0,1,1,34.52507506984678,281.36258,1
1,0,0,0,34,1,1,1,1,0,0,0,2,0,0,1,2,92.20682832409943,3185.863,1
0,0,0,0,4,1,2,1,0,2,0,0,0,1,0,0,2,89.88893892830858,367.2231,1
0,1,0,0,20,1,2,1,0,0,0,0,2,1,0,0,2,93.29939884336406,1967.4816,1
1,0,0,0,22,0,1,0,0,1,1,0,0,2,0,0,1,41.920271837054486,892.0282,1
1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,2,49.94047422394599,178.09654,1
0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,21.809531811972764,62.18644,1
1,0,0,0,52,1,2,1,0,0,0,0,2,2,0,1,1,101.24089145799786,5281.374,1
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.87874076765439,93.87874,1
1,0,0,0,54,1,2,1,0,1,1,0,2,2,0,1,2,101.38734814542494,5280.4023,1
0,0,1,0,9,1,0,1,0,0,0,0,1,2,0,0,2,88.29658450587942,852.70074,1
0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,75.68246681201279,336.94916,1
0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,2,57.21057069112378,732.2054,1
0,0,0,0,17,1,2,1,0,0,1,0,0,2,0,1,1,91.63833692544809,1594.6078,1
0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,2,73.9669649681224,322.26633,1
0,0,1,0,27,1,2,1,2,0,0,1,2,2,0,0,0,104.67675601657969,2863.4905,1
0,0,0,0,32,1,2,1,0,1,0,0,2,2,0,1,2,99.06511507403287,3194.691,1
1,0,0,0,5,1,1,1,0,0,1,0,2,0,0,1,2,92.02040530137236,451.41382,1
0,0,0,0,20,1,2,0,0,0,0,0,0,2,0,1,1,83.12072647274096,1733.6908,1
1,0,0,0,41,1,2,1,0,0,1,0,2,2,0,1,2,99.05655440775753,4197.516,1
0,0,0,0,2,1,1,1,0,0,0,0,0,2,0,1,2,86.01667129615305,169.6922,1
0,0,0,0,43,1,2,1,0,1,1,0,2,2,0,0,1,101.82920846504678,4411.8066,1
0,0,0,0,23,1,2,1,1,0,0,0,2,0,0,1,0,90.01453468935522,2168.9578,1
0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,2,73.10434845844858,280.8841,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.27851004659087,74.27851,1
0,0,0,0,28,1,1,1,0,0,1,0,1,1,0,1,1,86.64560733843167,2411.0051,1
1,0,0,0,33,1,0,1,0,0,2,0,2,1,1,1,2,95.64441418079039,3036.6602,1
0,0,0,0,13,1,1,1,0,0,0,0,0,0,0,1,1,73.17472332596522,902.9665,1
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.18709634238245,79.187096,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.195019481630986,87.81459,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.586347989491284,20.586348,1
1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,3,54.61616159274473,113.8684,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.17338369811466,71.173386,1
0,1,0,0,54,1,2,1,0,0,1,0,2,2,0,1,2,100.50539561687606,5519.9663,1
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.05008286965588,69.05008,1
0,0,0,0,43,1,2,1,0,1,1,0,1,2,0,1,1,94.5637414488535,4033.7961,1
1,0,0,0,10,1,1,1,0,0,0,0,2,1,0,0,2,94.40894129453599,931.4841,1
0,0,1,0,68,1,2,1,0,2,0,0,2,2,0,0,1,99.5588790437037,6854.299,1
0,0,0,0,2,1,0,1,0,1,0,0,2,2,0,0,2,95.71729876300648,168.74213,1
0,0,0,0,21,1,2,1,1,0,1,0,2,1,0,1,0,102.70011853291163,2199.7822,1
0,0,0,0,11,1,2,1,1,0,0,0,0,0,0,1,1,79.49548622476821,908.8086,1
1,0,0,0,68,1,2,1,0,0,2,1,2,2,1,1,0,106.47726551595078,7347.8687,1
0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.1584492278688,95.15845,1
0,0,0,0,2,1,0,1,0,2,0,0,1,0,0,1,0,86.07674219586559,183.93756,1
1,0,0,0,41,0,1,0,0,1,0,0,0,0,0,1,1,33.713079480511965,1365.1301,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.53615112152008,69.53615,1
0,0,0,0,58,1,2,1,1,2,0,0,1,0,0,1,1,91.53818591485458,5234.2476,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.267135149011132,19.267136,1
